WKT,fid,OBJECTID,CODE,SUMMER,WINTER,CONTROL,SUMMER_UP,SUMMER_DOW,WINTER_UP,WINTER_DOW,Area,fid_2,OBJECTID_2,CODE_2,SUMMER_2,WINTER_2,CONTROL_2,SUMMER_UP_2,SUMMER_DOW_2,WINTER_UP_2,WINTER_DOW_2,Area_2,NAAM,SHAPE_Leng,SHAPE_Area,Drawings,layer,path
"MULTIPOLYGON (((110014.637400001 539796.205699999,110014.478999998 539793.953000002,110017.368799999 539794.1719,110021.506999999 539792.645,110089.903999999 539715.409000002,110089.845100001 539711.220600002,110091.170699999 539709.704599999,110092.9637 539707.599599998,110098.953000002 539705.728999998,110124.839000002 539675.844999999,110118.289999999 539662.322999999,110067.074000001 539628.017999999,110073.515999999 539617.550000001,110067.396000002 539610.945999999,110001.686000001 539570.522,110020.478599999 539467.257199999,110013.7542 539465.933800001,110007.721700002 539464.8013,109988.530000001 539561.609999999,109983.945599999 539590.841600001,110046.7753 539627.096299998,110051.3937 539635.493500002,110109.333799999 539672.8607,109994.713100001 539804.275600001,109952.991500001 539770.352400001,109949.879000001 539779.920000002,109943.759300001 539791.289000001,109932.936700001 539795.9318,109901.8869 539803.760400001,109844.713300001 539811.098200001,109833.706599999 539817.213100001,109776.533 539782.664299998,109788.762600001 539733.134199999,109785.399500001 539723.350499999,109750.545000002 539690.636100002,109761.5517 539662.813700002,109763.691799998 539649.6668,109761.245900001 539643.246199999,109661.366044961 539614.090232916,109523.225317296 539910.1548048,109562.27991808 539942.728729472,109490.651392624 540077.799663188,109548.977477638 540132.714866038,109464.387599957 540301.212444967,109399.239750614 540272.561034785,109336.6437 540402.562100001,109334.756999999 540398.541000001,109331.828499999 540400.6371,109146.945 540325.243999999,109141.375999998 540327.338,109129.792599998 540337.477299999,109129.221999999 540337.260000002,109128.804900002 540336.8937,109126.311999999 540330.928599998,108920.373199999 540203.395399999,108918.497000001 540202.322000001,108916.669 540201.4375,108915.582199998 540197.875,108765.504799999 540105.6789,108759.701900002 540097.699900001,108753.798700001 540097.937800001,108752.448199999 540088.5119,108683.079999998 540045.390000001,108664.098999999 540040.094999999,108598.480999999 540002.414999999,108592.533 540012.752999999,108521.370000001 539969.414999999,108512.984000001 539970.636,108528.331700001 540123.179400001,108540.730999999 540122.416999999,108545.545000002 540126.114999998,108604.0986 540031.347600002,108604.798999999 540027.846000001,108609.142000001 540023.184999999,108806.322000001 540146.819200002,108955.064199999 540240.0823,109107.969999999 540335.956,109109.534400001 540349.3028,109110.1076 540349.687100001,109111.174800001 540350.3347,109117.8785 540348.866599999,109122.665199999 540347.818300001,109124.0803 540343.315699998,109125.719999999 540342.289000001,109127.149599999 540343.376499999,109127.047400001 540348.1785,109133.821699999 540351.319600001,109135.440000001 540352.07,109212.127900001 540393.6314,109243.073399998 540393.9714,109264.504700001 540397.146400001,109289.9047 540408.259,109325.623500001 540428.499600001,109333.1642 540436.437100001,109353.8017 540453.502799999,109369.2799 540466.5997,109384.361099999 540473.743500002,109443.4956 540484.062199999,109477.560800001 540487.898699999,109575.026900001 540508.833900001,109587.594599999 540514.787,109627.943700001 540524.047499999,109881.494399998 540590.616799999,109951.1461 540555.294799998,109954.453400001 540555.625500001,110001.747699998 540590.021499999,110027.875399999 540607.880899999,110067.563000001 540641.945999999,110076.823399998 540651.867899999,110078.4208 540657.120999999,110077.3277 540692.282900002,110080.607099999 540712.869899999,110090.465999998 540737.506000001,110143.947099999 540774.868900001,110153.873599999 540778.231199998,110161.709399998 540779.275899999,110171.808800001 540782.932599999,110196.535 540798.081700001,110246.5097 540829.424800001,110271.072000001 540843.960999999,110283.794199999 540852.395,110298.5579 540847.315000001,110314.750500001 540846.045000002,110333.9593 540848.426199999,110371.900600001 540863.348700002,110377.636 540851.298999999,110380.477000002 540845.737,110333.114999998 540826.984000001,110317.280000001 540824.197000001,110302.695 540824.741999999,110292.471999999 540827.331999999,110275.57 540834.283,110270.046999998 540830.311999999,110266.699999999 540821.940000001,110207.778999999 540786.701000001,110337.573434085 540540.571100865,110364.945763455 540556.602247038,110368.186101512 540540.826917027,110470.171478232 540236.832044111,110421.278999999 540171.171999998,110419.629999999 540156.232999999,110429.9615 540138.511599999,110434.728999998 540132.078000002,110440.840799999 540127.775199998,110434.603999998 540118.32,110417.844000001 540084.918000002,110390.896000002 540058.635000002,110319.701000001 540008.732000001,110305.359999999 540012.504000001,110289.835000001 540026.886999998,110252.759 540005.351,110224.118500002 539983.977299999,110215.9406 539987.987399999,110216.889199998 539978.667399999,110210.973900002 539979.6043,110207.886999998 539984.322000001,110202.401299998 539984.208099999,110003.533523716 539811.917251718,110008.653999999 539804.870999999,110014.637400001 539796.205699999)))","1","45497",2030 A,0.35,0.15,DYNAMIC_SEASONAL,0.4,0.1,0.4,0.1,24.6584974750826,"1","45497",2030 A,0.35,0.15,DYNAMIC_SEASONAL,0.4,0.1,0.4,0.1,45.3810853348067,,,,,,
