DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
 21,19800615,    0,    0,
 21,19800616,    6,    0,
 21,19800617,   17,    0,
 21,19800618,    0,    0,
 21,19800619,   14,    0,
 21,19800620,   27,    0,
 21,19800621,    4,    0,
 21,19800622,    0,    0,
 21,19800623,  240,    0,
 21,19800624,  102,    0,
 21,19800625,   16,    0,
 21,19800626,   96,    0,
 21,19800627,   12,    0,
 21,19800628,   44,    0,
 21,19800629,   81,    0,
 21,19800630,    7,    0,
 21,19800701,  204,    0,
 21,19800702,   24,    0,
 21,19800703,    0,    0,
 21,19800704,    0,    0,
 21,19800705,   22,    0,
 21,19800706,    0,    0,
 21,19800707,  152,    0,
 21,19800708,   21,    0,
 21,19800709,   43,    0,
 21,19800710,   49,    0,
 21,19800711,    9,    0,
 21,19800712,    2,    0,
 21,19800713,   45,    0,
 21,19800714,   55,    0,
 21,19800715,   65,    0,
 21,19800716,   24,    0,
 21,19800717,    3,    0,
 21,19800718,   29,    0,
 21,19800719,   19,    0,
 21,19800720,  100,    0,
 21,19800721,   31,    0,
 21,19800722,    0,    0,
 21,19800723,    0,    0,
 21,19800724,    0,    0,
 21,19800725,    0,    0,
 21,19800726,    0,    0,
 21,19800727,    0,    0,
 21,19800728,    0,    0,
 21,19800729,    0,    0,
 21,19800730,   14,    0,
 21,19800731,    3,    0,
 21,19800801,    0,    0,
 21,19800802,    3,    0,
 21,19800803,  766,    0,
 21,19800804,   24,    0,
 21,19800805,    4,    0,
 21,19800806,    7,    0,
 21,19800807,    2,    0,
 21,19800808,  238,    0,
 21,19800809,    2,    0,
 21,19800810,    0,    0,
 21,19800811,    0,    0,
 21,19800812,  149,    0,
 21,19800813,    2,    0,
 21,19800814,    2,    0,
 21,19800815,    1,    0,
 21,19800816,  135,    0,
 21,19800817,    0,    0,
 21,19800818,    6,    0,
 21,19800819,    0,    0,
 21,19800820,    0,    0,
 21,19800821,   15,    0,
 21,19800822,    0,    0,
 21,19800823,   42,    0,
 21,19800824,   35,    0,
 21,19800825,    4,    0,
 21,19800826,    0,    0,
 21,19800827,    0,    0,
 21,19800828,    0,    0,
 21,19800829,   15,    0,
 21,19800830,   68,    0,
 21,19800831,   58,    0,
 21,19800901,    3,    0,
 21,19800902,    0,    0,
 21,19800903,    0,    0,
 21,19800904,    0,    0,
 21,19800905,    0,    0,
 21,19800906,   36,    0,
 21,19800907,    0,    0,
 21,19800908,    0,    0,
 21,19800909,    0,    0,
 21,19800910,    9,    0,
 21,19800911,  112,    0,
 21,19800912,    0,    0,
 21,19800913,    8,    0,
 21,19800914,   14,    0,
 21,19800915,    8,    0,
 21,19800916,    0,    0,
 21,19800917,    2,    0,
 21,19800918,   21,    0,
 21,19800919,    0,    0,
 21,19800920,    0,    0,
 21,19800921,    0,    0,
 21,19800922,    0,    0,
 21,19800923,    0,    0,
 21,19800924,    6,    0,
 21,19800925,   18,    0,
 21,19800926,    0,    0,
 21,19800927,    0,    0,
 21,19800928,    2,    0,
 21,19800929,    0,    0,
 21,19800930,   18,    0,
 21,19801001,    0,    0,
 21,19801002,    8,    0,
 21,19801003,    0,    0,
 21,19801004,    0,    0,
 21,19801005,    3,    0,
 21,19801006,    5,    0,
 21,19801007,  232,    0,
 21,19801008,   23,    0,
 21,19801009,    8,    0,
 21,19801010,  119,    0,
 21,19801011,    6,    0,
 21,19801012,    0,    0,
 21,19801013,    0,    0,
 21,19801014,    0,    0,
 21,19801015,   14,    0,
 21,19801016,    4,    0,
 21,19801017,   81,    0,
 21,19801018,    7,    0,
 21,19801019,   16,    0,
 21,19801020,   83,    0,
 21,19801021,   45,    0,
 21,19801022,    7,    0,
 21,19801023,   69,    0,
 21,19801024,   17,    0,
 21,19801025,   18,    0,
 21,19801026,    7,    0,
 21,19801027,   85,    0,
 21,19801028,    0,    0,
 21,19801029,  124,    0,
 21,19801030,    8,    0,
 21,19801031,    0,    0,
 21,19801101,    0,    0,
 21,19801102,    0,    0,
 21,19801103,    0,    0,
 21,19801104,    0,    0,
 21,19801105,    0,    0,
 21,19801106,    0,    0,
 21,19801107,  120,   15,
 21,19801108,   32,    0,
 21,19801109,    4,    0,
 21,19801110,    0,    0,
 21,19801111,   10,    0,
 21,19801112,   41,    0,
 21,19801113,    4,    0,
 21,19801114,    0,    0,
 21,19801115,  126,    0,
 21,19801116,  103,    0,
 21,19801117,   32,    0,
 21,19801118,   47,    0,
 21,19801119,   39,    0,
 21,19801120,   31,    0,
 21,19801121,    8,    0,
 21,19801122,   40,    0,
 21,19801123,   48,    0,
 21,19801124,   46,    0,
 21,19801125,    0,    0,
 21,19801126,   45,    0,
 21,19801127,   13,    0,
 21,19801128,   79,    0,
 21,19801129,   42,    0,
 21,19801130,   14,    0,
 21,19801201,    0,    0,
 21,19801202,   41,    0,
 21,19801203,   27,    0,
 21,19801204,   61,    0,
 21,19801205,   11,    0,
 21,19801206,   80,    0,
 21,19801207,   35,    4,
 21,19801208,    3,    0,
 21,19801209,    0,    0,
 21,19801210,    0,    0,
 21,19801211,   69,    0,
 21,19801212,    4,    0,
 21,19801213,   21,    0,
 21,19801214,    2,    0,
 21,19801215,   39,    0,
 21,19801216,   81,    0,
 21,19801217,    0,    0,
 21,19801218,  233,    0,
 21,19801219,   31,    0,
 21,19801220,   42,    4,
 21,19801221,  109,    0,
 21,19801222,   39,    0,
 21,19801223,   20,    0,
 21,19801224,    0,    0,
 21,19801225,   12,    0,
 21,19801226,    8,    0,
 21,19801227,   19,    0,
 21,19801228,   13,    0,
 21,19801229,    7,    0,
 21,19801230,    0,    0,
 21,19801231,    0,    0,
 21,19810101,   24,    0,
 21,19810102,   28,    0,
 21,19810103,   81,    0,
 21,19810104,   16,    0,
 21,19810105,   28,    0,
 21,19810106,  121,    0,
 21,19810107,   17,    0,
 21,19810108,    9,    0,
 21,19810109,   13,    0,
 21,19810110,   79,    0,
 21,19810111,    4,    0,
 21,19810112,    2,    0,
 21,19810113,  100,  997,
 21,19810114,   63,    0,
 21,19810115,   93,    0,
 21,19810116,   49,  997,
 21,19810117,   41,    0,
 21,19810118,    6,    0,
 21,19810119,   29,    0,
 21,19810120,    8,    0,
 21,19810121,    0,    0,
 21,19810122,   15,    0,
 21,19810123,    4,    0,
 21,19810124,   18,    0,
 21,19810125,    4,    0,
 21,19810126,    0,    0,
 21,19810127,   33,    0,
 21,19810128,    9,    0,
 21,19810129,    3,    0,
 21,19810130,    3,    0,
 21,19810131,    1,    0,
 21,19810201,    2,    0,
 21,19810202,    0,    0,
 21,19810203,  123,    0,
 21,19810204,   11,    0,
 21,19810205,    5,    0,
 21,19810206,   14,    0,
 21,19810207,    5,    0,
 21,19810208,    0,    0,
 21,19810209,   12,    0,
 21,19810210,   73,    0,
 21,19810211,   23,    0,
 21,19810212,   10,    0,
 21,19810213,    9,    0,
 21,19810214,    0,    0,
 21,19810215,    0,    0,
 21,19810216,    0,    0,
 21,19810217,    0,    0,
 21,19810218,    0,    0,
 21,19810219,    0,    0,
 21,19810220,   12,  997,
 21,19810221,    2,    0,
 21,19810222,    0,    0,
 21,19810223,    0,    0,
 21,19810224,    0,    0,
 21,19810225,   10,  997,
 21,19810226,    0,    0,
 21,19810227,    0,    0,
 21,19810228,    0,    0,
 21,19810301,   79,    8,
 21,19810302,   20,    0,
 21,19810303,   28,    0,
 21,19810304,    0,    0,
 21,19810305,   12,    0,
 21,19810306,    3,    0,
 21,19810307,   36,    0,
 21,19810308,   75,    0,
 21,19810309,   27,    0,
 21,19810310,  136,    0,
 21,19810311,  328,    0,
 21,19810312,  258,    0,
 21,19810313,    3,    0,
 21,19810314,   26,    0,
 21,19810315,   41,    0,
 21,19810316,    9,    0,
 21,19810317,    6,    0,
 21,19810318,   36,    0,
 21,19810319,   52,    0,
 21,19810320,    5,    0,
 21,19810321,    0,    0,
 21,19810322,    4,    0,
 21,19810323,   16,    0,
 21,19810324,   75,    0,
 21,19810325,   56,    0,
 21,19810326,   33,    0,
 21,19810327,   13,    0,
 21,19810328,    0,    0,
 21,19810329,    1,    0,
 21,19810330,    9,    0,
 21,19810331,    0,    0,
 21,19810401,    0,    0,
 21,19810402,    0,    0,
 21,19810403,    2,    0,
 21,19810404,    0,    0,
 21,19810405,    0,    0,
 21,19810406,    0,    0,
 21,19810407,    0,    0,
 21,19810408,    0,    0,
 21,19810409,    0,    0,
 21,19810410,    1,    0,
 21,19810411,    0,    0,
 21,19810412,    0,    0,
 21,19810413,    0,    0,
 21,19810414,    0,    0,
 21,19810415,    0,    0,
 21,19810416,    0,    0,
 21,19810417,    0,    0,
 21,19810418,    0,    0,
 21,19810419,    0,    0,
 21,19810420,    6,    0,
 21,19810421,    0,    0,
 21,19810422,    5,    0,
 21,19810423,    8,    0,
 21,19810424,    3,    0,
 21,19810425,    0,    0,
 21,19810426,   11,    0,
 21,19810427,    0,    0,
 21,19810428,    0,    0,
 21,19810429,   20,    0,
 21,19810430,   37,    0,
 21,19810501,    4,    0,
 21,19810502,    3,    0,
 21,19810503,    7,    0,
 21,19810504,   36,    0,
 21,19810505,   17,    0,
 21,19810506,    0,    0,
 21,19810507,    3,    0,
 21,19810508,    0,    0,
 21,19810509,   42,    0,
 21,19810510,   29,    0,
 21,19810511,    0,    0,
 21,19810512,    0,    0,
 21,19810513,   17,    0,
 21,19810514,    0,    0,
 21,19810515,    6,    0,
 21,19810516,    8,    0,
 21,19810517,    9,    0,
 21,19810518,   43,    0,
 21,19810519,    3,    0,
 21,19810520,    0,    0,
 21,19810521,    0,    0,
 21,19810522,  190,    0,
 21,19810523,    1,    0,
 21,19810524,  153,    0,
 21,19810525,    0,    0,
 21,19810526,   61,    0,
 21,19810527,    0,    0,
 21,19810528,   28,    0,
 21,19810529,    3,    0,
 21,19810530,    0,    0,
 21,19810531,   19,    0,
 21,19810601,    8,    0,
 21,19810602,    0,    0,
 21,19810603,    8,    0,
 21,19810604,    0,    0,
 21,19810605,    6,    0,
 21,19810606,    0,    0,
 21,19810607,    0,    0,
 21,19810608,    4,    0,
 21,19810609,    0,    0,
 21,19810610,    0,    0,
 21,19810611,   20,    0,
 21,19810612,   41,    0,
 21,19810613,    0,    0,
 21,19810614,    0,    0,
 21,19810615,   75,    0,
 21,19810616,   18,    0,
 21,19810617,   53,    0,
 21,19810618,    6,    0,
 21,19810619,    0,    0,
 21,19810620,    0,    0,
 21,19810621,    0,    0,
 21,19810622,    0,    0,
 21,19810623,    0,    0,
 21,19810624,    0,    0,
 21,19810625,    0,    0,
 21,19810626,    0,    0,
 21,19810627,   57,    0,
 21,19810628,   34,    0,
 21,19810629,   44,    0,
 21,19810630,    0,    0,
 21,19810701,   33,    0,
 21,19810702,    0,    0,
 21,19810703,   96,    0,
 21,19810704,    0,    0,
 21,19810705,    0,    0,
 21,19810706,    0,    0,
 21,19810707,    0,    0,
 21,19810708,    0,    0,
 21,19810709,    0,    0,
 21,19810710,    0,    0,
 21,19810711,   16,    0,
 21,19810712,    0,    0,
 21,19810713,    0,    0,
 21,19810714,    1,    0,
 21,19810715,    0,    0,
 21,19810716,    0,    0,
 21,19810717,   61,    0,
 21,19810718,    0,    0,
 21,19810719,   10,    0,
 21,19810720,    0,    0,
 21,19810721,   99,    0,
 21,19810722,    5,    0,
 21,19810723,   28,    0,
 21,19810724,  117,    0,
 21,19810725,   87,    0,
 21,19810726,    8,    0,
 21,19810727,    3,    0,
 21,19810728,    0,    0,
 21,19810729,    0,    0,
 21,19810730,    0,    0,
 21,19810731,    0,    0,
 21,19810801,   51,    0,
 21,19810802,    0,    0,
 21,19810803,    0,    0,
 21,19810804,    0,    0,
 21,19810805,    0,    0,
 21,19810806,    0,    0,
 21,19810807,    0,    0,
 21,19810808,    0,    0,
 21,19810809,    0,    0,
 21,19810810,    0,    0,
 21,19810811,    0,    0,
 21,19810812,    0,    0,
 21,19810813,    0,    0,
 21,19810814,    0,    0,
 21,19810815,    0,    0,
 21,19810816,    0,    0,
 21,19810817,    6,    0,
 21,19810818,    0,    0,
 21,19810819,   27,    0,
 21,19810820,   91,    0,
 21,19810821,   35,    0,
 21,19810822,    4,    0,
 21,19810823,   18,    0,
 21,19810824,    0,    0,
 21,19810825,    0,    0,
 21,19810826,    0,    0,
 21,19810827,    0,    0,
 21,19810828,    0,    0,
 21,19810829,   13,    0,
 21,19810830,    0,    0,
 21,19810831,    0,    0,
 21,19810901,    0,    0,
 21,19810902,    0,    0,
 21,19810903,    0,    0,
 21,19810904,    0,    0,
 21,19810905,    0,    0,
 21,19810906,    0,    0,
 21,19810907,    0,    0,
 21,19810908,    0,    0,
 21,19810909,    0,    0,
 21,19810910,    0,    0,
 21,19810911,    0,    0,
 21,19810912,   28,    0,
 21,19810913,  102,    0,
 21,19810914,   47,    0,
 21,19810915,    0,    0,
 21,19810916,  112,    0,
 21,19810917,    1,    0,
 21,19810918,   20,    0,
 21,19810919,   45,    0,
 21,19810920,  189,    0,
 21,19810921,   19,    0,
 21,19810922,   12,    0,
 21,19810923,    0,    0,
 21,19810924,    0,    0,
 21,19810925,   35,    0,
 21,19810926,   84,    0,
 21,19810927,   16,    0,
 21,19810928,    7,    0,
 21,19810929,    0,    0,
 21,19810930,    0,    0,
 21,19811001,    0,    0,
 21,19811002,    0,    0,
 21,19811003,  163,    0,
 21,19811004,  147,    0,
 21,19811005,   95,    0,
 21,19811006,   46,    0,
 21,19811007,  164,    0,
 21,19811008,  100,    0,
 21,19811009,    3,    0,
 21,19811010,  119,    0,
 21,19811011,   29,    0,
 21,19811012,  236,    0,
 21,19811013,  124,    0,
 21,19811014,  117,    0,
 21,19811015,   10,    0,
 21,19811016,   17,    0,
 21,19811017,   11,    0,
 21,19811018,   29,    0,
 21,19811019,    3,    0,
 21,19811020,  226,    0,
 21,19811021,  127,    0,
 21,19811022,  145,    0,
 21,19811023,   21,    0,
 21,19811024,   25,    0,
 21,19811025,   61,    0,
 21,19811026,   11,    0,
 21,19811027,   10,    0,
 21,19811028,   26,    0,
 21,19811029,   24,    0,
 21,19811030,  144,    0,
 21,19811031,   36,    0,
 21,19811101,    1,    0,
 21,19811102,   13,    0,
 21,19811103,    1,    0,
 21,19811104,   21,    0,
 21,19811105,    1,    0,
 21,19811106,    1,    0,
 21,19811107,   17,    0,
 21,19811108,    0,    0,
 21,19811109,    0,    0,
 21,19811110,    0,    0,
 21,19811111,   77,    0,
 21,19811112,   39,    0,
 21,19811113,    8,    0,
 21,19811114,   17,    0,
 21,19811115,    0,    0,
 21,19811116,    0,    0,
 21,19811117,   75,    0,
 21,19811118,   27,    0,
 21,19811119,   55,    0,
 21,19811120,   70,    0,
 21,19811121,   16,    0,
 21,19811122,    6,    0,
 21,19811123,    0,    0,
 21,19811124,   37,    0,
 21,19811125,   65,    0,
 21,19811126,   38,    0,
 21,19811127,   34,    0,
 21,19811128,   97,    0,
 21,19811129,   57,    0,
 21,19811130,   31,    0,
 21,19811201,  123,    0,
 21,19811202,    5,    0,
 21,19811203,    7,    0,
 21,19811204,   78,    0,
 21,19811205,   80,    0,
 21,19811206,   43,    0,
 21,19811207,   21,    0,
 21,19811208,   35,    0,
 21,19811209,   12,    0,
 21,19811210,   46,    0,
 21,19811211,    1,    0,
 21,19811212,   18,    2,
 21,19811213,    0,    0,
 21,19811214,   12,    2,
 21,19811215,   20,    4,
 21,19811216,    0,    0,
 21,19811217,    0,    0,
 21,19811218,    3,    0,
 21,19811219,    7,    2,
 21,19811220,    2,    0,
 21,19811221,    0,    0,
 21,19811222,    5,    2,
 21,19811223,    2,  997,
 21,19811224,    3,  997,
 21,19811225,    5,    0,
 21,19811226,    3,    0,
 21,19811227,    0,    0,
 21,19811228,    0,    0,
 21,19811229,   27,    0,
 21,19811230,   46,    0,
 21,19811231,   72,    0,
 21,19820101,   23,    0,
 21,19820102,   44,    0,
 21,19820103,   69,    0,
 21,19820104,   15,    0,
 21,19820105,    9,    0,
 21,19820106,  102,    0,
 21,19820107,    6,  997,
 21,19820108,  102,   15,
 21,19820109,    0,   15,
 21,19820110,    0,    8,
 21,19820111,    0,    8,
 21,19820112,    0,    8,
 21,19820113,    0,    4,
 21,19820114,    0,    4,
 21,19820115,    0,    4,
 21,19820116,    0,    4,
 21,19820117,    0,    2,
 21,19820118,    0,  997,
 21,19820119,    0,  997,
 21,19820120,    0,  997,
 21,19820121,   28,  997,
 21,19820122,   18,    0,
 21,19820123,    3,    0,
 21,19820124,    0,    0,
 21,19820125,   15,    0,
 21,19820126,   92,    0,
 21,19820127,   67,    0,
 21,19820128,    3,    0,
 21,19820129,    6,    0,
 21,19820130,   26,    0,
 21,19820131,   16,    0,
 21,19820201,    0,    0,
 21,19820202,    0,    0,
 21,19820203,    0,    0,
 21,19820204,    0,    0,
 21,19820205,    0,    0,
 21,19820206,   38,    0,
 21,19820207,   32,    0,
 21,19820208,  112,    0,
 21,19820209,    2,    0,
 21,19820210,    0,    0,
 21,19820211,    0,    0,
 21,19820212,   31,    0,
 21,19820213,    3,    0,
 21,19820214,   10,    0,
 21,19820215,    0,    0,
 21,19820216,    0,    0,
 21,19820217,    1,    0,
 21,19820218,    0,    0,
 21,19820219,    0,    0,
 21,19820220,    0,    0,
 21,19820221,    0,    0,
 21,19820222,    0,    0,
 21,19820223,    0,    0,
 21,19820224,    0,    0,
 21,19820225,    0,    0,
 21,19820226,    0,    0,
 21,19820227,    0,    0,
 21,19820228,    8,    0,
 21,19820301,   84,    0,
 21,19820302,   71,    0,
 21,19820303,  113,    0,
 21,19820304,    5,    0,
 21,19820305,   13,    0,
 21,19820306,    0,    0,
 21,19820307,    0,    0,
 21,19820308,    0,    0,
 21,19820309,    0,    0,
 21,19820310,   92,    0,
 21,19820311,   54,    0,
 21,19820312,   12,    0,
 21,19820313,   59,    0,
 21,19820314,    2,    0,
 21,19820315,    0,    0,
 21,19820316,   36,    0,
 21,19820317,   41,    0,
 21,19820318,    2,    0,
 21,19820319,    7,    0,
 21,19820320,    5,    0,
 21,19820321,    0,    0,
 21,19820322,    4,    0,
 21,19820323,   26,    0,
 21,19820324,    1,    0,
 21,19820325,    0,    0,
 21,19820326,    2,    0,
 21,19820327,    0,    0,
 21,19820328,    0,    0,
 21,19820329,    4,    0,
 21,19820330,   16,    0,
 21,19820331,    0,    0,
 21,19820401,    0,    0,
 21,19820402,    0,    0,
 21,19820403,   16,    0,
 21,19820404,    3,    0,
 21,19820405,    0,    0,
 21,19820406,    0,    0,
 21,19820407,   11,    0,
 21,19820408,   90,    0,
 21,19820409,   10,    0,
 21,19820410,   27,    0,
 21,19820411,    9,    0,
 21,19820412,   16,    0,
 21,19820413,   22,    0,
 21,19820414,    0,    0,
 21,19820415,    0,    0,
 21,19820416,    0,    0,
 21,19820417,    0,    0,
 21,19820418,    0,    0,
 21,19820419,    0,    0,
 21,19820420,    0,    0,
 21,19820421,    0,    0,
 21,19820422,    0,    0,
 21,19820423,    0,    0,
 21,19820424,    0,    0,
 21,19820425,    0,    0,
 21,19820426,    0,    0,
 21,19820427,    0,    0,
 21,19820428,    0,    0,
 21,19820429,    0,    0,
 21,19820430,   26,    0,
 21,19820501,   33,    0,
 21,19820502,   27,    0,
 21,19820503,   32,    0,
 21,19820504,    1,    0,
 21,19820505,    0,    0,
 21,19820506,   13,    0,
 21,19820507,  117,    0,
 21,19820508,   16,    0,
 21,19820509,    3,    0,
 21,19820510,    0,    0,
 21,19820511,    0,    0,
 21,19820512,    0,    0,
 21,19820513,    0,    0,
 21,19820514,    0,    0,
 21,19820515,    0,    0,
 21,19820516,    0,    0,
 21,19820517,    0,    0,
 21,19820518,   11,    0,
 21,19820519,    0,    0,
 21,19820520,    3,    0,
 21,19820521,    2,    0,
 21,19820522,   10,    0,
 21,19820523,    2,    0,
 21,19820524,    0,    0,
 21,19820525,    0,    0,
 21,19820526,    0,    0,
 21,19820527,    0,    0,
 21,19820528,    9,    0,
 21,19820529,    0,    0,
 21,19820530,    0,    0,
 21,19820531,    0,    0,
 21,19820601,    0,    0,
 21,19820602,   44,    0,
 21,19820603,    0,    0,
 21,19820604,    0,    0,
 21,19820605,   12,    0,
 21,19820606,    1,    0,
 21,19820607,    0,    0,
 21,19820608,    1,    0,
 21,19820609,    0,    0,
 21,19820610,    0,    0,
 21,19820611,   13,    0,
 21,19820612,    3,    0,
 21,19820613,   14,    0,
 21,19820614,   18,    0,
 21,19820615,    0,    0,
 21,19820616,   65,    0,
 21,19820617,    0,    0,
 21,19820618,    0,    0,
 21,19820619,   41,    0,
 21,19820620,   16,    0,
 21,19820621,    0,    0,
 21,19820622,    5,    0,
 21,19820623,  377,    0,
 21,19820624,   38,    0,
 21,19820625,    0,    0,
 21,19820626,   56,    0,
 21,19820627,   82,    0,
 21,19820628,  102,    0,
 21,19820629,   61,    0,
 21,19820630,    0,    0,
 21,19820701,    0,    0,
 21,19820702,   15,    0,
 21,19820703,   69,    0,
 21,19820704,    0,    0,
 21,19820705,   13,    0,
 21,19820706,    0,    0,
 21,19820707,    3,    0,
 21,19820708,    0,    0,
 21,19820709,    0,    0,
 21,19820710,    0,    0,
 21,19820711,    0,    0,
 21,19820712,    0,    0,
 21,19820713,    0,    0,
 21,19820714,    0,    0,
 21,19820715,  113,    0,
 21,19820716,   88,    0,
 21,19820717,    0,    0,
 21,19820718,    0,    0,
 21,19820719,    0,    0,
 21,19820720,    0,    0,
 21,19820721,    0,    0,
 21,19820722,    0,    0,
 21,19820723,    0,    0,
 21,19820724,    0,    0,
 21,19820725,    0,    0,
 21,19820726,    2,    0,
 21,19820727,   19,    0,
 21,19820728,    3,    0,
 21,19820729,    0,    0,
 21,19820730,    0,    0,
 21,19820731,    0,    0,
 21,19820801,    0,    0,
 21,19820802,    0,    0,
 21,19820803,    0,    0,
 21,19820804,    0,    0,
 21,19820805,  128,    0,
 21,19820806,   39,    0,
 21,19820807,    0,    0,
 21,19820808,    0,    0,
 21,19820809,   13,    0,
 21,19820810,   22,    0,
 21,19820811,    0,    0,
 21,19820812,    0,    0,
 21,19820813,    6,    0,
 21,19820814,   37,    0,
 21,19820815,    2,    0,
 21,19820816,   37,    0,
 21,19820817,   45,    0,
 21,19820818,    5,    0,
 21,19820819,  167,    0,
 21,19820820,   47,    0,
 21,19820821,   65,    0,
 21,19820822,    3,    0,
 21,19820823,    4,    0,
 21,19820824,    0,    0,
 21,19820825,   60,    0,
 21,19820826,    0,    0,
 21,19820827,   22,    0,
 21,19820828,  113,    0,
 21,19820829,    0,    0,
 21,19820830,    5,    0,
 21,19820831,   57,    0,
 21,19820901,    0,    0,
 21,19820902,    2,    0,
 21,19820903,    0,    0,
 21,19820904,    0,    0,
 21,19820905,    0,    0,
 21,19820906,   27,    0,
 21,19820907,    7,    0,
 21,19820908,    2,    0,
 21,19820909,    0,    0,
 21,19820910,    0,    0,
 21,19820911,    0,    0,
 21,19820912,    0,    0,
 21,19820913,    0,    0,
 21,19820914,    0,    0,
 21,19820915,    0,    0,
 21,19820916,    0,    0,
 21,19820917,    0,    0,
 21,19820918,    5,    0,
 21,19820919,    2,    0,
 21,19820920,  271,    0,
 21,19820921,    2,    0,
 21,19820922,   39,    0,
 21,19820923,    0,    0,
 21,19820924,  133,    0,
 21,19820925,   52,    0,
 21,19820926,   22,    0,
 21,19820927,   57,    0,
 21,19820928,   77,    0,
 21,19820929,   18,    0,
 21,19820930,   71,    0,
 21,19821001,    0,    0,
 21,19821002,    1,    0,
 21,19821003,    3,    0,
 21,19821004,    6,    0,
 21,19821005,    2,    0,
 21,19821006,   34,    0,
 21,19821007,   61,    0,
 21,19821008,  245,    0,
 21,19821009,  154,    0,
 21,19821010,   53,    0,
 21,19821011,  237,    0,
 21,19821012,    7,    0,
 21,19821013,  130,    0,
 21,19821014,  156,    0,
 21,19821015,   60,    0,
 21,19821016,   10,    0,
 21,19821017,   11,    0,
 21,19821018,    0,    0,
 21,19821019,   18,    0,
 21,19821020,    0,    0,
 21,19821021,   57,    0,
 21,19821022,   75,    0,
 21,19821023,   29,    0,
 21,19821024,   40,    0,
 21,19821025,    0,    0,
 21,19821026,   11,    0,
 21,19821027,   10,    0,
 21,19821028,    0,    0,
 21,19821029,    1,    0,
 21,19821030,    1,    0,
 21,19821031,    0,    0,
 21,19821101,    0,    0,
 21,19821102,   36,    0,
 21,19821103,    0,    0,
 21,19821104,    4,    0,
 21,19821105,    0,    0,
 21,19821106,    0,    0,
 21,19821107,    0,    0,
 21,19821108,   62,    0,
 21,19821109,   20,    0,
 21,19821110,   19,    0,
 21,19821111,   11,    0,
 21,19821112,    0,    0,
 21,19821113,  108,    0,
 21,19821114,   49,    0,
 21,19821115,    0,    0,
 21,19821116,   31,    0,
 21,19821117,  207,    0,
 21,19821118,   86,    0,
 21,19821119,   12,    0,
 21,19821120,    5,    0,
 21,19821121,    0,    0,
 21,19821122,  105,    0,
 21,19821123,    0,    0,
 21,19821124,   51,    0,
 21,19821125,   14,    0,
 21,19821126,   45,    0,
 21,19821127,   76,    0,
 21,19821128,    0,    0,
 21,19821129,    0,    0,
 21,19821130,    3,    0,
 21,19821201,    0,    0,
 21,19821202,    0,    0,
 21,19821203,    3,    0,
 21,19821204,    0,    0,
 21,19821205,    0,    0,
 21,19821206,   73,    0,
 21,19821207,    0,    0,
 21,19821208,   55,    0,
 21,19821209,   20,    0,
 21,19821210,  152,    0,
 21,19821211,  119,    0,
 21,19821212,   65,    0,
 21,19821213,    0,    0,
 21,19821214,   27,    0,
 21,19821215,   30,    0,
 21,19821216,   61,    0,
 21,19821217,   24,    0,
 21,19821218,   15,    0,
 21,19821219,   32,    0,
 21,19821220,   94,    0,
 21,19821221,   42,    0,
 21,19821222,   32,    0,
 21,19821223,   19,    0,
 21,19821224,   31,    0,
 21,19821225,   18,    0,
 21,19821226,    4,    0,
 21,19821227,   10,    0,
 21,19821228,    0,    0,
 21,19821229,    1,    0,
 21,19821230,    0,    0,
 21,19821231,    0,    0,
 21,19830101,    8,    0,
 21,19830102,   33,    0,
 21,19830103,   33,    0,
 21,19830104,  226,    0,
 21,19830105,   48,    0,
 21,19830106,   10,    0,
 21,19830107,   45,    0,
 21,19830108,    9,    0,
 21,19830109,    6,    0,
 21,19830110,    7,    0,
 21,19830111,    0,    0,
 21,19830112,    0,    0,
 21,19830113,    0,    0,
 21,19830114,   41,    0,
 21,19830115,  125,    0,
 21,19830116,   15,    0,
 21,19830117,    0,    0,
 21,19830118,    8,    0,
 21,19830119,   42,    0,
 21,19830120,   13,    0,
 21,19830121,    0,    0,
 21,19830122,    0,    0,
 21,19830123,    0,    0,
 21,19830124,    1,    0,
 21,19830125,   73,    0,
 21,19830126,    5,    0,
 21,19830127,    3,    0,
 21,19830128,    0,    0,
 21,19830129,   76,    0,
