DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
 21,19510905,    5,     ,
 21,19510906,    0,     ,
 21,19510907,    2,     ,
 21,19510908,    0,     ,
 21,19510909,    0,     ,
 21,19510910,    0,     ,
 21,19510911,    4,     ,
 21,19510912,    0,     ,
 21,19510913,    0,     ,
 21,19510914,   50,     ,
 21,19510915,    0,     ,
 21,19510916,   30,     ,
 21,19510917,   31,     ,
 21,19510918,    5,     ,
 21,19510919,  105,     ,
 21,19510920,    3,     ,
 21,19510921,    1,     ,
 21,19510922,    0,     ,
 21,19510923,    0,     ,
 21,19510924,   58,     ,
 21,19510925,   20,     ,
 21,19510926,    9,     ,
 21,19510927,   39,     ,
 21,19510928,    0,     ,
 21,19510929,    0,     ,
 21,19510930,    4,     ,
 21,19511001,    0,     ,
 21,19511002,    0,     ,
 21,19511003,    0,     ,
 21,19511004,    0,     ,
 21,19511005,    0,     ,
 21,19511006,    0,     ,
 21,19511007,    0,     ,
 21,19511008,    0,     ,
 21,19511009,    0,     ,
 21,19511010,    0,     ,
 21,19511011,    0,     ,
 21,19511012,    0,     ,
 21,19511013,    0,     ,
 21,19511014,    0,     ,
 21,19511015,    0,     ,
 21,19511016,    0,     ,
 21,19511017,    0,     ,
 21,19511018,    0,     ,
 21,19511019,    0,     ,
 21,19511020,    0,     ,
 21,19511021,    2,     ,
 21,19511022,   92,     ,
 21,19511023,   18,     ,
 21,19511024,    3,     ,
 21,19511025,    0,     ,
 21,19511026,    0,     ,
 21,19511027,    0,     ,
 21,19511028,    0,     ,
 21,19511029,    0,     ,
 21,19511030,    4,     ,
 21,19511031,   20,     ,
 21,19511101,    3,     ,
 21,19511102,    0,     ,
 21,19511103,   25,     ,
 21,19511104,    8,     ,
 21,19511105,    0,     ,
 21,19511106,    0,     ,
 21,19511107,   18,     ,
 21,19511108,  130,     ,
 21,19511109,    1,     ,
 21,19511110,    1,     ,
 21,19511111,   69,     ,
 21,19511112,    1,     ,
 21,19511113,    7,     ,
 21,19511114,  141,     ,
 21,19511115,    2,     ,
 21,19511116,   35,     ,
 21,19511117,    2,     ,
 21,19511118,    3,     ,
 21,19511119,    9,     ,
 21,19511120,    0,     ,
 21,19511121,   71,     ,
 21,19511122,   58,     ,
 21,19511123,   61,     ,
 21,19511124,   55,     ,
 21,19511125,  231,     ,
 21,19511126,  120,     ,
 21,19511127,    7,     ,
 21,19511128,    0,     ,
 21,19511129,   25,     ,
 21,19511130,    7,     ,
 21,19511201,    0,     ,
 21,19511202,    0,     ,
 21,19511203,    3,     ,
 21,19511204,   40,     ,
 21,19511205,    0,     ,
 21,19511206,   33,     ,
 21,19511207,   17,     ,
 21,19511208,   25,     ,
 21,19511209,   52,     ,
 21,19511210,  125,     ,
 21,19511211,   55,     ,
 21,19511212,    4,     ,
 21,19511213,    0,     ,
 21,19511214,    0,     ,
 21,19511215,    5,     ,
 21,19511216,    0,     ,
 21,19511217,    7,     ,
 21,19511218,    1,     ,
 21,19511219,    3,     ,
 21,19511220,    1,     ,
 21,19511221,   17,     ,
 21,19511222,    1,     ,
 21,19511223,   11,     ,
 21,19511224,    4,     ,
 21,19511225,   21,     ,
 21,19511226,   32,     ,
 21,19511227,   31,     ,
 21,19511228,   83,     ,
 21,19511229,   46,     ,
 21,19511230,   53,     ,
 21,19511231,   45,     ,
 21,19520101,    5,     ,
 21,19520102,  160,     ,
 21,19520103,    0,     ,
 21,19520104,   20,     ,
 21,19520105,   17,     ,
 21,19520106,    1,     ,
 21,19520107,   14,     ,
 21,19520108,    0,     ,
 21,19520109,   45,     ,
 21,19520110,    0,     ,
 21,19520111,   79,     ,
 21,19520112,   94,     ,
 21,19520113,    7,     ,
 21,19520114,  101,     ,
 21,19520115,    0,     ,
 21,19520116,   15,     ,
 21,19520117,   11,     ,
 21,19520118,  101,     ,
 21,19520119,   17,     ,
 21,19520120,   45,     ,
 21,19520121,    1,     ,
 21,19520122,    0,     ,
 21,19520123,    0,     ,
 21,19520124,    0,     ,
 21,19520125,    0,     ,
 21,19520126,    0,     ,
 21,19520127,   88,     ,
 21,19520128,   51,     ,
 21,19520129,   40,     ,
 21,19520130,   38,     ,
 21,19520131,   40,     ,
 21,19520201,   78,     ,
 21,19520202,    1,     ,
 21,19520203,   23,     ,
 21,19520204,   34,     ,
 21,19520205,    8,     ,
 21,19520206,    0,     ,
 21,19520207,   13,     ,
 21,19520208,    3,     ,
 21,19520209,    5,     ,
 21,19520210,   38,     ,
 21,19520211,  100,     ,
 21,19520212,    0,     ,
 21,19520213,    1,     ,
 21,19520214,    0,     ,
 21,19520215,    1,     ,
 21,19520216,    3,     ,
 21,19520217,   38,     ,
 21,19520218,   36,     ,
 21,19520219,    8,     ,
 21,19520220,    7,     ,
 21,19520221,    0,     ,
 21,19520222,    0,     ,
 21,19520223,    0,     ,
 21,19520224,    0,     ,
 21,19520225,    0,     ,
 21,19520226,    0,     ,
 21,19520227,    3,     ,
 21,19520228,    0,     ,
 21,19520229,   25,     ,
 21,19520301,    1,     ,
 21,19520302,   15,     ,
 21,19520303,    0,     ,
 21,19520304,    0,     ,
 21,19520305,   80,     ,
 21,19520306,   71,     ,
 21,19520307,    0,     ,
 21,19520308,   54,     ,
 21,19520309,    0,     ,
 21,19520310,   20,     ,
 21,19520311,    0,     ,
 21,19520312,    0,     ,
 21,19520313,    1,     ,
 21,19520314,    0,     ,
 21,19520315,    0,     ,
 21,19520316,    0,     ,
 21,19520317,    0,     ,
 21,19520318,    0,     ,
 21,19520319,    0,     ,
 21,19520320,    0,     ,
 21,19520321,   65,     ,
 21,19520322,   79,     ,
 21,19520323,   21,     ,
 21,19520324,    0,     ,
 21,19520325,   35,     ,
 21,19520326,   20,     ,
 21,19520327,    2,     ,
 21,19520328,    4,     ,
 21,19520329,    7,     ,
 21,19520330,   30,     ,
 21,19520331,   19,     ,
 21,19520401,    0,     ,
 21,19520402,    4,     ,
 21,19520403,    1,     ,
 21,19520404,    0,     ,
 21,19520405,    0,     ,
 21,19520406,    0,     ,
 21,19520407,   60,     ,
 21,19520408,   19,     ,
 21,19520409,   35,     ,
 21,19520410,    0,     ,
 21,19520411,    0,     ,
 21,19520412,    0,     ,
 21,19520413,    0,     ,
 21,19520414,    0,     ,
 21,19520415,    0,     ,
 21,19520416,    0,     ,
 21,19520417,    0,     ,
 21,19520418,    0,     ,
 21,19520419,    0,     ,
 21,19520420,    0,     ,
 21,19520421,    0,     ,
 21,19520422,   20,     ,
 21,19520423,    0,     ,
 21,19520424,    0,     ,
 21,19520425,    0,     ,
 21,19520426,    0,     ,
 21,19520427,    0,     ,
 21,19520428,   16,     ,
 21,19520429,    0,     ,
 21,19520430,    0,     ,
 21,19520501,    0,     ,
 21,19520502,    0,     ,
 21,19520503,    0,     ,
 21,19520504,   71,     ,
 21,19520505,   19,     ,
 21,19520506,    0,     ,
 21,19520507,   10,     ,
 21,19520508,    0,     ,
 21,19520509,    0,     ,
 21,19520510,    0,     ,
 21,19520511,   10,     ,
 21,19520512,    0,     ,
 21,19520513,    0,     ,
 21,19520514,    0,     ,
 21,19520515,    0,     ,
 21,19520516,    0,     ,
 21,19520517,    0,     ,
 21,19520518,    0,     ,
 21,19520519,    0,     ,
 21,19520520,    0,     ,
 21,19520521,    0,     ,
 21,19520522,    0,     ,
 21,19520523,    0,     ,
 21,19520524,    0,     ,
 21,19520525,    0,     ,
 21,19520526,    0,     ,
 21,19520527,   10,     ,
 21,19520528,   50,     ,
 21,19520529,    0,     ,
 21,19520530,    1,     ,
 21,19520531,   48,     ,
 21,19520601,   60,     ,
 21,19520602,   11,     ,
 21,19520603,    0,     ,
 21,19520604,    0,     ,
 21,19520605,    0,     ,
 21,19520606,    0,     ,
 21,19520607,   10,     ,
 21,19520608,    0,     ,
 21,19520609,    0,     ,
 21,19520610,    0,     ,
 21,19520611,    0,     ,
 21,19520612,    0,     ,
 21,19520613,    0,     ,
 21,19520614,    0,     ,
 21,19520615,   49,     ,
 21,19520616,   90,     ,
 21,19520617,   19,     ,
 21,19520618,    0,     ,
 21,19520619,    0,     ,
 21,19520620,    5,     ,
 21,19520621,   20,     ,
 21,19520622,   56,     ,
 21,19520623,   81,     ,
 21,19520624,    0,     ,
 21,19520625,    0,     ,
 21,19520626,    0,     ,
 21,19520627,    0,     ,
 21,19520628,    0,     ,
 21,19520629,    0,     ,
 21,19520630,    0,     ,
 21,19520701,    0,     ,
 21,19520702,    0,     ,
 21,19520703,    2,     ,
 21,19520704,   45,     ,
 21,19520705,    0,     ,
 21,19520706,    0,     ,
 21,19520707,    1,     ,
 21,19520708,    0,     ,
 21,19520709,    0,     ,
 21,19520710,    0,     ,
 21,19520711,    0,     ,
 21,19520712,   25,     ,
 21,19520713,    0,     ,
 21,19520714,    0,     ,
 21,19520715,    0,     ,
 21,19520716,    1,     ,
 21,19520717,   60,     ,
 21,19520718,  200,     ,
 21,19520719,    6,     ,
 21,19520720,    0,     ,
 21,19520721,    0,     ,
 21,19520722,    0,     ,
 21,19520723,    0,     ,
 21,19520724,    0,     ,
 21,19520725,    0,     ,
 21,19520726,    0,     ,
 21,19520727,   11,     ,
 21,19520728,   35,     ,
 21,19520729,    0,     ,
 21,19520730,    2,     ,
 21,19520731,    1,     ,
 21,19520801,    3,     ,
 21,19520802,    1,     ,
 21,19520803,   45,     ,
 21,19520804,  128,     ,
 21,19520805,    0,     ,
 21,19520806,    0,     ,
 21,19520807,    0,     ,
 21,19520808,   61,     ,
 21,19520809,   18,     ,
 21,19520810,   50,     ,
 21,19520811,    0,     ,
 21,19520812,    0,     ,
 21,19520813,    0,     ,
 21,19520814,    0,     ,
 21,19520815,    0,     ,
 21,19520816,    0,     ,
 21,19520817,   15,     ,
 21,19520818,    9,     ,
 21,19520819,    0,     ,
 21,19520820,   30,     ,
 21,19520821,  241,     ,
 21,19520822,    0,     ,
 21,19520823,    0,     ,
 21,19520824,    0,     ,
 21,19520825,    0,     ,
 21,19520826,    0,     ,
 21,19520827,    0,     ,
 21,19520828,    0,     ,
 21,19520829,    0,     ,
 21,19520830,    0,     ,
 21,19520831,    0,     ,
 21,19520901,    0,     ,
 21,19520902,    0,     ,
 21,19520903,    0,     ,
 21,19520904,  114,     ,
 21,19520905,  123,     ,
 21,19520906,   18,     ,
 21,19520907,   65,     ,
 21,19520908,    0,     ,
 21,19520909,    7,     ,
 21,19520910,    0,     ,
 21,19520911,    7,     ,
 21,19520912,    1,     ,
 21,19520913,   35,     ,
 21,19520914,    0,     ,
 21,19520915,    0,     ,
 21,19520916,    0,     ,
 21,19520917,    0,     ,
 21,19520918,   49,     ,
 21,19520919,  204,     ,
 21,19520920,   39,     ,
 21,19520921,   26,     ,
 21,19520922,  201,     ,
 21,19520923,    3,     ,
 21,19520924,    0,     ,
 21,19520925,  134,     ,
 21,19520926,   37,     ,
 21,19520927,   12,     ,
 21,19520928,  107,     ,
 21,19520929,   34,     ,
 21,19520930,  153,     ,
 21,19521001,   46,     ,
 21,19521002,   96,     ,
 21,19521003,   61,     ,
 21,19521004,   13,     ,
 21,19521005,   80,     ,
 21,19521006,   14,     ,
 21,19521007,   26,     ,
 21,19521008,   44,     ,
 21,19521009,    2,     ,
 21,19521010,   34,     ,
 21,19521011,    1,     ,
 21,19521012,    0,     ,
 21,19521013,    0,     ,
 21,19521014,   55,     ,
 21,19521015,   13,     ,
 21,19521016,   43,     ,
 21,19521017,    0,     ,
 21,19521018,    0,     ,
 21,19521019,    0,     ,
 21,19521020,    0,     ,
 21,19521021,    0,     ,
 21,19521022,    0,     ,
 21,19521023,   10,     ,
 21,19521024,    7,     ,
 21,19521025,   25,     ,
 21,19521026,    4,     ,
 21,19521027,   29,     ,
 21,19521028,   28,     ,
 21,19521029,   31,     ,
 21,19521030,   70,     ,
 21,19521031,   38,     ,
 21,19521101,    8,     ,
 21,19521102,   78,     ,
 21,19521103,  101,     ,
 21,19521104,   38,     ,
 21,19521105,   72,     ,
 21,19521106,   94,     ,
 21,19521107,  243,     ,
 21,19521108,   72,     ,
 21,19521109,   75,     ,
 21,19521110,   60,     ,
 21,19521111,   54,     ,
 21,19521112,   20,     ,
 21,19521113,   52,     ,
 21,19521114,   18,     ,
 21,19521115,   18,     ,
 21,19521116,   43,     ,
 21,19521117,   22,     ,
 21,19521118,    0,     ,
 21,19521119,    0,     ,
 21,19521120,    0,     ,
 21,19521121,   45,     ,
 21,19521122,   20,     ,
 21,19521123,   41,     ,
 21,19521124,   60,     ,
 21,19521125,   41,     ,
 21,19521126,    0,     ,
 21,19521127,    0,     ,
 21,19521128,    0,     ,
 21,19521129,    0,     ,
 21,19521130,    0,     ,
 21,19521201,     ,     ,
 21,19521202,     ,     ,
 21,19521203,     ,     ,
 21,19521204,     ,     ,
 21,19521205,     ,     ,
 21,19521206,     ,     ,
 21,19521207,     ,     ,
 21,19521208,     ,     ,
 21,19521209,     ,     ,
 21,19521210,     ,     ,
 21,19521211,     ,     ,
 21,19521212,     ,     ,
 21,19521213,     ,     ,
 21,19521214,     ,     ,
 21,19521215,     ,     ,
 21,19521216,     ,     ,
 21,19521217,     ,     ,
 21,19521218,     ,     ,
 21,19521219,     ,     ,
 21,19521220,     ,     ,
 21,19521221,     ,     ,
 21,19521222,     ,     ,
 21,19521223,     ,     ,
 21,19521224,     ,     ,
 21,19521225,     ,     ,
 21,19521226,     ,     ,
 21,19521227,     ,     ,
 21,19521228,     ,     ,
 21,19521229,     ,     ,
 21,19521230,     ,     ,
 21,19521231,     ,     ,
 21,19530101,     ,     ,
 21,19530102,     ,     ,
 21,19530103,     ,     ,
 21,19530104,     ,     ,
 21,19530105,     ,     ,
 21,19530106,     ,     ,
 21,19530107,     ,     ,
 21,19530108,     ,     ,
 21,19530109,     ,     ,
 21,19530110,     ,     ,
 21,19530111,     ,     ,
 21,19530112,     ,     ,
 21,19530113,     ,     ,
 21,19530114,     ,     ,
 21,19530115,     ,     ,
 21,19530116,     ,     ,
 21,19530117,     ,     ,
 21,19530118,     ,     ,
 21,19530119,     ,     ,
 21,19530120,     ,     ,
 21,19530121,     ,     ,
 21,19530122,     ,     ,
 21,19530123,     ,     ,
 21,19530124,     ,     ,
 21,19530125,     ,     ,
 21,19530126,     ,     ,
 21,19530127,     ,     ,
 21,19530128,     ,     ,
 21,19530129,     ,     ,
 21,19530130,     ,     ,
 21,19530131,     ,     ,
 21,19530201,   61,     ,
 21,19530202,   38,     ,
 21,19530203,   14,     ,
 21,19530204,    0,     ,
 21,19530205,   51,     ,
 21,19530206,   27,     ,
 21,19530207,    6,     ,
 21,19530208,   56,     ,
 21,19530209,   43,     ,
 21,19530210,   33,     ,
 21,19530211,   96,     ,
 21,19530212,    0,     ,
 21,19530213,   24,     ,
 21,19530214,   23,     ,
 21,19530215,    0,     ,
 21,19530216,    6,     ,
 21,19530217,    2,     ,
 21,19530218,    9,     ,
 21,19530219,    1,     ,
 21,19530220,    3,     ,
 21,19530221,    0,     ,
 21,19530222,    0,     ,
 21,19530223,    0,     ,
 21,19530224,    0,     ,
 21,19530225,    0,     ,
 21,19530226,    0,     ,
 21,19530227,    0,     ,
 21,19530228,    0,     ,
 21,19530301,    0,     ,
 21,19530302,    0,     ,
 21,19530303,    0,     ,
 21,19530304,    0,     ,
 21,19530305,    0,     ,
 21,19530306,    1,     ,
 21,19530307,    5,     ,
 21,19530308,    0,     ,
 21,19530309,    0,     ,
 21,19530310,    0,     ,
 21,19530311,    3,     ,
 21,19530312,    0,     ,
 21,19530313,    0,     ,
 21,19530314,    0,     ,
 21,19530315,    0,     ,
 21,19530316,    0,     ,
 21,19530317,    0,     ,
 21,19530318,    0,     ,
 21,19530319,    0,     ,
 21,19530320,    0,     ,
 21,19530321,    0,     ,
 21,19530322,    0,     ,
 21,19530323,    0,     ,
 21,19530324,    0,     ,
 21,19530325,    0,     ,
 21,19530326,    0,     ,
 21,19530327,    3,     ,
 21,19530328,    0,     ,
 21,19530329,   33,     ,
 21,19530330,   19,     ,
 21,19530331,   35,     ,
 21,19530401,   14,     ,
 21,19530402,   12,     ,
 21,19530403,   70,     ,
 21,19530404,  105,     ,
 21,19530405,   13,     ,
 21,19530406,   20,     ,
 21,19530407,   15,     ,
 21,19530408,    0,     ,
 21,19530409,    0,     ,
 21,19530410,    0,     ,
 21,19530411,    0,     ,
 21,19530412,    0,     ,
 21,19530413,   35,     ,
 21,19530414,    0,     ,
 21,19530415,   25,     ,
 21,19530416,   40,     ,
 21,19530417,    4,     ,
 21,19530418,    0,     ,
 21,19530419,    0,     ,
 21,19530420,    0,     ,
 21,19530421,    0,     ,
 21,19530422,    0,     ,
 21,19530423,    0,     ,
 21,19530424,    0,     ,
 21,19530425,    8,     ,
 21,19530426,    0,     ,
 21,19530427,    0,     ,
 21,19530428,  130,     ,
 21,19530429,    1,     ,
 21,19530430,   45,     ,
 21,19530501,    0,     ,
 21,19530502,    0,     ,
 21,19530503,    0,     ,
 21,19530504,    0,     ,
 21,19530505,    0,     ,
 21,19530506,    0,     ,
 21,19530507,    4,     ,
 21,19530508,    0,     ,
 21,19530509,    0,     ,
 21,19530510,    6,     ,
 21,19530511,    0,     ,
 21,19530512,    0,     ,
 21,19530513,    0,     ,
 21,19530514,    0,     ,
 21,19530515,    5,     ,
 21,19530516,    4,     ,
 21,19530517,   75,     ,
 21,19530518,    0,     ,
 21,19530519,   35,     ,
 21,19530520,    0,     ,
 21,19530521,    0,     ,
 21,19530522,    0,     ,
 21,19530523,    0,     ,
 21,19530524,    0,     ,
 21,19530525,    0,     ,
 21,19530526,    0,     ,
 21,19530527,  105,     ,
 21,19530528,    0,     ,
 21,19530529,    2,     ,
 21,19530530,   36,     ,
 21,19530531,   45,     ,
 21,19530601,   29,     ,
 21,19530602,  271,     ,
 21,19530603,   90,     ,
 21,19530604,    2,     ,
 21,19530605,    0,     ,
 21,19530606,    0,     ,
 21,19530607,    0,     ,
 21,19530608,   45,     ,
 21,19530609,   60,     ,
 21,19530610,   30,     ,
 21,19530611,   41,     ,
 21,19530612,    0,     ,
 21,19530613,    0,     ,
 21,19530614,    7,     ,
 21,19530615,   25,     ,
 21,19530616,    0,     ,
 21,19530617,    1,     ,
 21,19530618,    0,     ,
 21,19530619,    0,     ,
 21,19530620,    0,     ,
 21,19530621,    0,     ,
 21,19530622,    0,     ,
 21,19530623,   49,     ,
 21,19530624,  114,     ,
 21,19530625,    0,     ,
 21,19530626,    0,     ,
 21,19530627,   40,     ,
 21,19530628,    0,     ,
 21,19530629,    0,     ,
 21,19530630,    0,     ,
 21,19530701,    0,     ,
 21,19530702,    0,     ,
 21,19530703,    6,     ,
 21,19530704,    0,     ,
 21,19530705,    0,     ,
 21,19530706,    1,     ,
 21,19530707,  102,     ,
 21,19530708,    1,     ,
 21,19530709,  100,     ,
 21,19530710,   40,     ,
 21,19530711,    2,     ,
 21,19530712,    0,     ,
 21,19530713,   70,     ,
 21,19530714,   50,     ,
 21,19530715,    3,     ,
 21,19530716,    0,     ,
 21,19530717,  131,     ,
 21,19530718,    0,     ,
 21,19530719,    0,     ,
 21,19530720,    3,     ,
 21,19530721,    9,     ,
 21,19530722,    0,     ,
 21,19530723,    0,     ,
 21,19530724,    0,     ,
 21,19530725,    0,     ,
 21,19530726,    3,     ,
 21,19530727,    7,     ,
 21,19530728,   45,     ,
 21,19530729,    0,     ,
 21,19530730,  148,     ,
 21,19530731,    1,     ,
 21,19530801,    7,     ,
 21,19530802,    1,     ,
 21,19530803,    1,     ,
 21,19530804,    1,     ,
 21,19530805,    1,     ,
 21,19530806,    0,     ,
 21,19530807,    0,     ,
 21,19530808,    0,     ,
 21,19530809,    0,     ,
 21,19530810,    0,     ,
 21,19530811,    0,     ,
 21,19530812,    0,     ,
 21,19530813,    0,     ,
 21,19530814,    0,     ,
 21,19530815,    0,     ,
 21,19530816,  112,     ,
 21,19530817,    0,     ,
 21,19530818,    0,     ,
 21,19530819,    0,     ,
 21,19530820,   45,     ,
 21,19530821,  113,     ,
 21,19530822,  125,     ,
 21,19530823,   33,     ,
 21,19530824,   58,     ,
 21,19530825,  220,     ,
 21,19530826,   34,     ,
 21,19530827,   10,     ,
 21,19530828,   14,     ,
 21,19530829,   75,     ,
 21,19530830,  124,     ,
 21,19530831,   26,     ,
 21,19530901,   27,     ,
 21,19530902,    0,     ,
 21,19530903,   28,     ,
 21,19530904,    4,     ,
 21,19530905,    0,     ,
 21,19530906,    0,     ,
 21,19530907,    0,     ,
 21,19530908,    0,     ,
 21,19530909,    0,     ,
 21,19530910,   18,     ,
 21,19530911,   27,     ,
 21,19530912,    3,     ,
 21,19530913,    0,     ,
 21,19530914,    0,     ,
 21,19530915,    0,     ,
 21,19530916,    0,     ,
 21,19530917,   28,     ,
 21,19530918,  108,     ,
 21,19530919,    0,     ,
 21,19530920,    0,     ,
 21,19530921,   26,     ,
 21,19530922,  304,     ,
 21,19530923,  168,     ,
 21,19530924,   78,     ,
 21,19530925,   77,     ,
 21,19530926,    0,     ,
 21,19530927,   10,     ,
 21,19530928,    1,     ,
 21,19530929,   20,     ,
 21,19530930,    1,     ,
 21,19531001,    0,     ,
 21,19531002,    0,     ,
 21,19531003,    0,     ,
 21,19531004,    8,     ,
 21,19531005,    2,     ,
 21,19531006,    2,     ,
 21,19531007,   19,     ,
 21,19531008,    0,     ,
 21,19531009,    0,     ,
 21,19531010,    0,     ,
 21,19531011,    0,     ,
 21,19531012,    0,     ,
 21,19531013,    0,     ,
 21,19531014,    1,     ,
 21,19531015,   52,     ,
 21,19531016,    2,     ,
 21,19531017,    0,     ,
 21,19531018,    0,     ,
 21,19531019,    0,     ,
 21,19531020,    0,     ,
 21,19531021,    0,     ,
 21,19531022,    0,     ,
 21,19531023,    0,     ,
 21,19531024,   81,     ,
 21,19531025,    1,     ,
 21,19531026,    0,     ,
 21,19531027,    0,     ,
 21,19531028,    0,     ,
 21,19531029,    0,     ,
 21,19531030,    0,     ,
 21,19531031,   14,     ,
 21,19531101,    3,     ,
 21,19531102,   13,     ,
 21,19531103,   92,     ,
 21,19531104,    0,     ,
 21,19531105,   29,     ,
 21,19531106,   30,     ,
 21,19531107,    8,     ,
 21,19531108,    9,     ,
 21,19531109,    2,     ,
 21,19531110,    0,     ,
 21,19531111,    0,     ,
 21,19531112,    0,     ,
 21,19531113,    0,     ,
 21,19531114,  102,     ,
 21,19531115,   51,     ,
 21,19531116,    0,     ,
 21,19531117,    0,     ,
 21,19531118,    0,     ,
 21,19531119,    0,     ,
 21,19531120,    0,     ,
 21,19531121,    0,     ,
 21,19531122,    0,     ,
 21,19531123,    0,     ,
 21,19531124,    0,     ,
 21,19531125,    0,     ,
 21,19531126,    0,     ,
 21,19531127,    0,     ,
 21,19531128,    0,     ,
 21,19531129,    1,     ,
 21,19531130,    0,     ,
 21,19531201,    0,     ,
 21,19531202,    0,     ,
 21,19531203,    0,     ,
 21,19531204,    1,     ,
 21,19531205,    0,     ,
 21,19531206,    0,     ,
 21,19531207,    0,     ,
 21,19531208,    0,     ,
 21,19531209,    0,     ,
 21,19531210,    0,     ,
 21,19531211,    0,     ,
 21,19531212,    2,     ,
 21,19531213,    0,     ,
 21,19531214,    0,     ,
 21,19531215,    0,     ,
 21,19531216,   14,     ,
 21,19531217,    0,     ,
 21,19531218,    0,     ,
 21,19531219,   45,     ,
 21,19531220,    0,     ,
 21,19531221,    0,     ,
 21,19531222,    1,     ,
 21,19531223,    7,     ,
 21,19531224,    0,     ,
 21,19531225,   18,     ,
 21,19531226,   18,     ,
 21,19531227,  105,     ,
 21,19531228,   60,     ,
 21,19531229,   82,     ,
 21,19531230,   12,     ,
 21,19531231,    0,     ,
 21,19540101,    1,     ,
 21,19540102,    3,     ,
 21,19540103,   16,     ,
 21,19540104,   11,     ,
 21,19540105,   20,     ,
 21,19540106,    0,     ,
 21,19540107,   10,     ,
 21,19540108,    2,     ,
 21,19540109,    1,     ,
 21,19540110,   71,     ,
 21,19540111,   35,     ,
 21,19540112,    3,     ,
 21,19540113,    2,     ,
 21,19540114,  133,     ,
 21,19540115,    2,     ,
 21,19540116,    2,     ,
 21,19540117,    8,     ,
 21,19540118,   33,     ,
 21,19540119,    0,     ,
 21,19540120,   52,     ,
 21,19540121,    0,     ,
 21,19540122,    0,     ,
 21,19540123,    0,     ,
 21,19540124,    0,     ,
 21,19540125,    0,     ,
 21,19540126,    0,     ,
 21,19540127,    0,     ,
 21,19540128,    0,     ,
 21,19540129,    0,     ,
 21,19540130,    2,     ,
 21,19540131,    0,     ,
 21,19540201,    0,     ,
 21,19540202,    0,     ,
 21,19540203,    0,     ,
 21,19540204,    0,     ,
 21,19540205,    0,     ,
 21,19540206,    0,     ,
 21,19540207,    0,     ,
 21,19540208,   10,     ,
 21,19540209,   20,     ,
 21,19540210,    0,     ,
 21,19540211,   38,     ,
 21,19540212,    0,     ,
 21,19540213,   16,     ,
 21,19540214,   21,     ,
 21,19540215,    1,     ,
 21,19540216,    0,     ,
 21,19540217,    0,     ,
 21,19540218,    0,     ,
 21,19540219,   68,     ,
 21,19540220,   14,     ,
 21,19540221,   10,     ,
 21,19540222,    1,     ,
 21,19540223,    3,     ,
 21,19540224,    1,     ,
 21,19540225,    2,     ,
 21,19540226,   18,     ,
 21,19540227,   40,     ,
 21,19540228,    6,     ,
 21,19540301,    3,     ,
 21,19540302,    8,     ,
 21,19540303,    0,     ,
 21,19540304,  121,     ,
 21,19540305,    0,     ,
 21,19540306,    1,     ,
 21,19540307,   20,     ,
 21,19540308,   53,     ,
 21,19540309,    3,     ,
 21,19540310,    0,     ,
 21,19540311,    0,     ,
 21,19540312,    0,     ,
 21,19540313,    0,     ,
 21,19540314,    0,     ,
 21,19540315,    0,     ,
 21,19540316,    0,     ,
 21,19540317,    0,     ,
 21,19540318,    0,     ,
 21,19540319,    5,     ,
 21,19540320,    5,     ,
 21,19540321,   19,     ,
 21,19540322,    0,     ,
 21,19540323,    0,     ,
 21,19540324,    0,     ,
 21,19540325,   10,     ,
 21,19540326,   85,     ,
 21,19540327,   10,     ,
 21,19540328,    0,     ,
 21,19540329,   14,     ,
 21,19540330,    6,     ,
 21,19540331,   48,     ,
 21,19540401,   19,     ,
 21,19540402,    6,     ,
 21,19540403,   52,     ,
 21,19540404,   14,     ,
 21,19540405,    3,     ,
 21,19540406,    1,     ,
 21,19540407,    0,     ,
 21,19540408,    0,     ,
 21,19540409,    0,     ,
 21,19540410,    0,     ,
 21,19540411,    0,     ,
 21,19540412,    0,     ,
 21,19540413,    0,     ,
 21,19540414,    0,     ,
 21,19540415,    9,     ,
 21,19540416,    0,     ,
 21,19540417,    0,     ,
 21,19540418,    0,     ,
 21,19540419,    0,     ,
 21,19540420,    0,     ,
